DateTime,AddedIPs,RemovedIPs
1581521317,0,1
1581523442,1,0
1581525396,1,0
1581529465,0,1
1581531379,2,0
1581533316,1,1
1581535218,2,0
1581537138,2,3
1581539081,1,1
1581541044,1,4
1581542907,1,1
1581545103,2,2
1581546983,3,0
1581548930,2,1
1581550847,1,3
1581552740,2,1
1581560416,3,0
1581562355,1,0
1581564285,1,0
1581566622,0,1
1581570549,0,2
1581572449,1,2
1581574685,2,1
1581576510,1,0
1581578495,1,1
1581580345,1,1
1581582307,0,1
1581584203,0,1
1581588229,1,0
1581590177,0,1
1581592112,0,3
1581594070,2,0
1581595976,2,7
1581597886,1,1
1581599794,3,0
1581601956,1,1
1581603871,0,2
1581605828,2,3
1581607789,1,2
1581609983,1,2
1581612018,1,1
1581613961,2,0
1581615858,1,0
1581617778,1,2
1581619727,2,0
1581621617,0,2
1581623535,0,1
1581625458,1,1
1581627379,4,0
1581629295,1,2
1581633378,2,3
1581635330,4,3
1581637229,1,2
1581639177,1,1
1581641062,3,0
1581642997,0,1
1581644898,3,0
1581646841,1,1
1581648758,1,0
1581650661,1,2
1581652634,2,0
1581656641,1,0
1581658639,0,1
1581660501,1,1
1581662425,1,0
1581664346,1,0
1581666264,0,1
1581668245,1,1
1581672042,2,0
1581673937,2,1
1581675857,0,1
1581677825,1,0
1581679696,0,3
1581682606,1,1
1581684496,1,1
1581686443,1,1
1581688367,1,0
1581690268,1,0
1581692192,1,1
1581694119,1,1
1581696287,2,3
1581698180,0,2
1581700202,1,0
1581702045,0,2
1581703944,0,1
1581705877,1,3
1581707790,1,1
1581709710,0,1
1581711659,0,1
1581713560,0,3
1581715457,4,1
1581717399,3,0
1581721560,2,3
1581723378,1,7
1581725333,3,5
1581727231,2,1
1581729145,2,2
1581731079,0,2
1581733035,0,1
1581734908,1,0
1581736831,0,2
1581738742,1,2
1581740721,0,1
1581742596,0,1
1581744509,1,0
1581747617,0,1
1581751521,1,0
1581755315,0,2
1581757443,1,0
1581759408,2,3
1581761310,1,1
1581763216,0,2
1581765156,2,1
1581767082,2,1
1581769235,5,1
1581771135,0,1
1581773071,0,1
1581774972,3,2
